GEO_ID,snow depth,% below poverty,% civilian unemployed,% capita income,% no high school,% 65 older,% 17 younger,% household disability,% single parent household,% minority,% not well english,% multi unit,% mobile homes,% crowding,% no vehicle,% group quarters,historical requests,neighbor historical request,Lon,Lat,311_requests
360299800001,164.6396365,0,0.087628866,4494,0,0,0.025767544,0,0,0.670504386,0,0,0,0,0,1,0.003837719,0.114875414,325494,325913,0
360299805001,139.546979,0.142857143,0,6786,0.123076923,0.035128806,0.035128806,0,0,0.571428571,0,0,0,0,0,0.964871194,0.012880562,0.129963733,331141,328130,0
360290071044,190.1249825,0.637096774,0.166666667,11913,0.341346154,0.05577957,0.302419355,0.540952381,0.639722864,0.959005376,0.233853007,0.393728223,0,0.07047619,0.403809524,0,0.034946237,0.037469355,324919,321303,0
360290031004,190.4818889,0.595825427,0.123966942,14560,0.105140187,0.1,0.221818182,0.159021407,1,0.889090909,0,0.758409786,0,0,0.828746177,0.085454545,0.06,0.148578627,326885,322132,0
360290067024,177.4468042,0.112866817,0,30386,0.112866817,0.216704289,0,0.139037433,0,0.571106095,0,0.708494208,0,0.018716578,0.42513369,0,0.06772009,0.121151148,326190,322493,0
360290070001,170.7355681,0.117124394,0.042674253,25704,0.18469657,0.092084006,0.298061389,0.24726477,0.104651163,0.710016155,0.073272273,0.052631579,0,0,0.168490153,0,0.105815832,0.137792691,324053,323163,0
360290058012,135.7124673,0.230499562,0.047091413,22140,0.191435768,0.126205083,0.231375986,0.365630713,0.367768595,0.56266433,0.056657224,0.19579288,0,0.016453382,0.405850091,0.000876424,0.093777388,0.130978634,324017,329081,0
360290058024,137.3770587,0.289237668,0.037433155,16193,0.288088643,0.052729298,0.375789083,0.617177914,0.356926188,0.718158188,0.152073733,0.030989273,0,0,0.309202454,0.001856665,0.046787969,0.145955726,324257,328537,0
360290065012,175.0691757,0.166498486,0.078988942,42869,0.014066496,0.110998991,0.19778002,0.144869215,0.581632653,0.136226034,0,0.018108652,0,0.068410463,0.044265594,0,0.14530777,0.179354592,325629,324085,0
360290071032,186.0174974,0.799375488,0.101754386,10758,0.19394773,0.07496136,0.404173107,0.439121756,0.247058824,0.887171561,0.219512195,0.082061069,0,0.157684631,0.568862275,0,0.022411128,0.090739933,324779,321681,0
360290067023,181,0.344916345,0.04,33144,0.116554054,0.19047619,0.023166023,0.271794872,1,0.567567568,0,0.881516588,0,0,0.201709402,0,0.066924067,0.124482093,326539,322484,0
360290072021,195.3291178,0.181698486,0.101651842,59234,0.074103586,0.252139566,0.115207373,0.294520548,0.806451613,0.599736669,0.088394062,0.798429319,0,0.061643836,0.260273973,0,0.048716261,0.104156838,324822,320613,0
360290071021,199.3558043,0.908340972,0.23699422,7130,0.303571429,0.17512275,0.480360065,0.876325088,0.732075472,0.926350245,0.107927412,0.737556561,0,0.360424028,0.568904594,0.110474632,0.028641571,0.126279469,325466,320741,0
360290067014,173.0624221,0.002902758,0.10982659,59302,0.042662116,0.162554427,0.113207547,0,0.576923077,0.274310595,0,0.229508197,0,0,0.194444444,0,0.092888244,0.166921048,325745,322868,0
360290044021,172.5561668,0.669451697,0.223931624,8767,0.214527027,0.041775457,0.363446475,0.588495575,0.730829421,0.93002611,0.006097561,0.055045872,0,0,0.547566372,0.029765013,0.022454308,0.128643258,332023,325559,0
360290033024,190.9624408,0.40239521,0.052132701,20942,0.189935065,0.379640719,0.164071856,0.668918919,0,1,0.008838384,0.376623377,0,0,0.362612613,0,0.08502994,0.15437038,328105,322699,0
360290052021,177.696857,0.277886497,0.040194884,18750,0,0.04871955,0.099937539,0.262295082,1,0.54091193,0.003203075,0,0,0,0.128415301,0.3766396,0.069331668,0.130560191,328059,324805,0
360290014032,220.2988952,0.362134689,0.03515625,17574,0.112804878,0.149936468,0.342439644,0.44042838,0.415254237,0.953621347,0.064888248,0.299101412,0,0.081659973,0.560910308,0.020330368,0.057814485,0.174254047,327102,320202,0
360290171005,159.9286886,0.396995708,0.110481586,10377,0.333333333,0.073819742,0.298712446,0.257990868,0.27443609,0.818025751,0.009287926,0.251417769,0,0.075342466,0.433789954,0.265236052,0.101287554,0.167484592,325261,325501,0
360290067022,170.9646869,0.097243492,0,78219,0.053182214,0.13419257,0.13040182,0.3184,0,0.148597422,0,0.390602056,0,0,0.1808,0.030326005,0.076573161,0.081138579,326249,323011,0
360290066021,162.957771,0.011664899,0.023012552,75809,0,0.319194062,0.172852598,0.196428571,0,0.128313892,0.009389671,0.515463918,0,0,0.069444444,0,0.178154825,0.134526064,326325,323692,0
360290071022,198.6168251,0.216397849,0,67248,0.096330275,0.200268817,0.029569892,0.234177215,1,0.310483871,0.034946237,0.170474517,0,0,0.316455696,0.005376344,0.228494624,0.237663833,325772,321156,0
360290069043,166.857,0.346733668,0.084337349,20377,0.412162162,0.113461538,0.208653846,0.425581395,0.47133758,0.539423077,0.108653846,0.395604396,0,0.051162791,0.393023256,0.176923077,0.085576923,0.116040871,325119,322356,0
360290059002,139.7478021,0.489192264,0.340720222,15453,0.228464419,0.092150171,0.259385666,0.403076923,0.793859649,0.584755404,0.208718626,0,0,0.095384615,0.335384615,0,0.12741752,0.142982868,323874,326758,0
360290067013,173.571,0.075213675,0.100456621,41030,0,0.237606838,0,0.142322097,0,0.162393162,0,0.637640449,0,0.074906367,0.479400749,0,0.05982906,0.169512337,325813,322496,0
360290007004,304.8057342,0.058095238,0,41508,0.037037037,0.326939843,0.063644289,0.170689655,0.523076923,0.034001744,0.003626473,0.013953488,0,0,0.179310345,0.084568439,0.0418483,0.130385607,331470,314892,0
360290058023,135.4363364,0.258928571,0,17821,0.380664653,0.089285714,0.367857143,0.19047619,0.247572816,0.8625,0.100642398,0,0,0,0.158730159,0,0.189285714,0.153140928,323919,328299,0
360290056004,146.5748408,0.22783979,0.079522863,17240,0.112849162,0.084044649,0.363755745,0.34416826,0.380252101,0.810242942,0.043055556,0.196747967,0,0,0.187380497,0,0.057780696,0.13643488,324902,327394,0
360290046012,154.7358805,0.333776596,0,28018,0.032597266,0.049039099,0.089463221,0.168443497,0.930693069,0.423459245,0,0,0,0,0.217484009,0.003313453,0.055666004,0.12733735,329736,328161,0
360290169002,163.3544674,0.04451683,0.019267823,69192,0.00129199,0.289839572,0.114438503,0.161354582,0.376344086,0.201069519,0,0.231638418,0,0,0.099601594,0.004278075,0.101604278,0.132997962,326348,323991,0
360290067012,171.2756644,0.169856459,0.051118211,46850,0.035317201,0.066985646,0.059808612,0.261558785,0,0.197966507,0.010836845,0.401451028,0,0,0.22985469,0,0.074760766,0.156630064,325860,323095,0
360290052014,171.5307051,0,0.025518341,60958,0.026011561,0.121076233,0.182735426,0.082089552,0.202453988,0.054932735,0,0.14893617,0,0,0.029850746,0,0.117713004,0.136701333,328303,326001,0
360290059005,144.6206291,0.529668412,0.090909091,55356,0.194690265,0.177137871,0.157068063,0.512269939,1,0.70069808,0.026809651,0.570833333,0,0.087423313,0.549079755,0.006108202,0.108202443,0.133697874,323777,326140,0
360290008003,302.1654016,0.169237962,0.072131148,31125,0.068711656,0.124357176,0.205236092,0.215946844,0.246153846,0.203833567,0,0.011827957,0,0,0.03654485,0.032725573,0.082748948,0.12713068,331041,316291,0
360290056001,147.1827639,0.301652893,0.027607362,27917,0.226666667,0.020661157,0.305785124,0.235127479,0.878378378,0.749311295,0.09256662,0,0,0,0.354107649,0,0.067493113,0.132483816,325468,328506,0
360290164001,232.2321882,0.44500846,0,30664,0.418287938,0.221658206,0.037225042,0.440715884,1,0.741116751,0.181049069,0.912568306,0,0,0.704697987,0,0.093062606,0.214547312,326761,318976,0
360290061005,170.2432788,0.2268431,0.02484472,20522,0.299829642,0.073724008,0.351606805,0.128205128,0.568627451,0.54536862,0.026041667,0.05483871,0,0,0.252747253,0.031190926,0.109640832,0.199764179,324609,324114,0
360290066012,170.214,0.054922974,0.009990917,52254,0,0.087073007,0.069658406,0.094052559,0.326923077,0.168117883,0,0.028121485,0,0,0.048409405,0,0.120562626,0.187932902,325810,323595,0
360290063014,161.1700367,0.19414744,0.086486486,36403,0.070871722,0.064737616,0.245218244,0.168057211,0.34375,0.276115743,0,0.015075377,0,0.019070322,0.226460072,0.004413928,0.111819519,0.203758636,325357,324741,0
360290069042,167.1762217,0.357522124,0.097402597,25964,0.328981723,0.099115044,0.254867257,0.249056604,0.819444444,0.810619469,0.219469027,0.290909091,0,0,0.260377358,0.024778761,0.118584071,0.115173476,324992,322654,0
360290049012,177.9843933,0.144890039,0.038961039,28549,0.042047532,0.172056921,0.243208279,0.367601246,0.281914894,0.287192755,0.014354067,0,0,0,0.018691589,0,0.08538163,0.13595099,327244,327141,0
360290007002,311.214,0,0.027322404,36523,0,0.158075601,0.265750286,0.124183007,0.125925926,0.111111111,0,0,0,0,0.019607843,0,0.113402062,0.112797898,331953,315123,0
360290048002,181.4063621,0.172982885,0.009776536,43497,0.060878244,0.144865526,0.303789731,0.232771822,0.162977867,0.135696822,0,0.206794682,0,0.018376723,0.134762634,0.004889976,0.09596577,0.155774699,328502,327250,0
360290053002,175.3354992,0.473684211,0.112195122,11708,0.142307692,0.078612717,0.005780347,0.349206349,0,0.485549133,0,0.783653846,0,0,0.64021164,0.739884393,0.095953757,0.136077482,327436,325449,0
360290071043,190.7272364,0.80495356,0,12450,0.274305556,0.349845201,0.077399381,0.913461538,1,0.854489164,0.383900929,0.341346154,0,0,0.663461538,0.040247678,0.052631579,0.052542086,325021,321461,0
360290069012,178.5836132,0.220149254,0.042622951,18088,0.57204611,0.021455224,0.297574627,0.150837989,0.392996109,0.742537313,0.297504798,0.019851117,0,0.055865922,0.156424581,0,0.059701493,0.113051106,324965,323125,0
360290069013,170.6973132,0.270951481,0.063235294,21396,0.247630332,0.058601134,0.420289855,0.344294004,0.457286432,0.763705104,0.116511794,0,0,0.152804642,0.361702128,0,0.076874606,0.142734498,324559,323381,0
360290058013,134.9575985,0.24952381,0,19112,0.340057637,0.099047619,0.257142857,0.402985075,0.391666667,0.807619048,0.220238095,0,0,0,0.084577114,0,0.205714286,0.127468676,323648,328587,0
360290069041,174.648469,0.329749104,0.14380531,28166,0.131818182,0.086021505,0.227001195,0.333333333,0.547368421,0.572281959,0.040100251,0.046997389,0,0.054347826,0.278985507,0,0.126642772,0.162258501,325139,322155,0
360290061004,166.1513448,0.785507246,0.002597403,15642,0.474418605,0.041545894,0.503381643,0.429708223,0.685220729,0.663768116,0.14941302,0.023752969,0,0.074270557,0.188328912,0,0.216425121,0.19687269,324825,324212,0
360290047023,152.5516686,0.471319312,0.014412417,16048,0.071969697,0.128051589,0.113772455,0.178835979,1,0.691847075,0,0.09825998,0,0,0.231746032,0.008751727,0.108705666,0.12411044,330110,327614,0
360290171002,154.6667149,0.464958553,0.05399568,14444,0.166416792,0.070836473,0.407686511,0.202672606,0.276169265,0.59080633,0.065587045,0,0,0,0.236080178,0,0.118311982,0.204850872,324928,325062,0
360290051004,162.9678831,0.491628615,0.079002079,28248,0.130584192,0.086494689,0.314871017,0.3974122,0.85971223,0.541729894,0.011111111,0,0,0,0.219963031,0.008345979,0.074355083,0.133332587,326908,327782,0
360290010005,295.5551618,0.085277247,0.018453427,33070,0.019918284,0.315609571,0.194075199,0.331162791,0,0.078237752,0,0,0,0.049302326,0.039069767,0,0.083934675,0.116497266,331831,317409,0
360290063011,169.4453416,0.065934066,0.029891304,38452,0,0.073926074,0.210789211,0.212669683,0.274881517,0.244755245,0.021226415,0.101626016,0.036585366,0,0,0,0.165834166,0.193811241,325863,324996,0
360290169001,162.7856246,0.071284465,0.093160377,85054,0,0.133600534,0.287909152,0.176271186,0,0.19505678,0,0.3727422,0,0,0.110169492,0,0.09752839,0.14199323,326409,324267,0
360290040031,142.0076361,0.325816485,0.162337662,15436,0.295302013,0.166407465,0.379471229,0.595197256,0.945626478,0.958786936,0.003246753,0.377990431,0,0.010291595,0.370497427,0,0.079315708,0.161688017,329767,326285,0
360290057003,138.1201504,0.057004245,0.076013514,18138,0.162790698,0.047907823,0.405093996,0.187096774,0.634390651,0.707095209,0.005832793,0,0,0,0.098924731,0.002425713,0.129169193,0.160404994,324188,327820,1
360290059001,137.286,0.332635983,0.0625,16767,0.307407407,0.077405858,0.215481172,0.676767677,1,0.148535565,0.033936652,0,0,0,0.035353535,0,0.163179916,0.140973177,323840,326973,1
360290043004,150.5725043,0.051383399,0,38637,0,0.304347826,0.113306983,0.207756233,1,0.363636364,0,0,0,0,0.08033241,0,0.089591568,0.122388824,332229,327221,1
360290063013,168.1326931,0.034172662,0,65682,0.052287582,0.25,0.044964029,0.394160584,0,0.176258993,0,0,0,0,0.03649635,0,0.170863309,0.166555624,325514,324563,1
360290166003,207.9716213,0.448609432,0.179039301,17066,0.076923077,0.160822249,0.174123337,0.368737475,1,1,0,0,0,0,0.412825651,0,0.107617896,0.174761262,328676,321986,1
360290070003,172.0119739,0.020853081,0.050724638,27940,0.108910891,0.090452261,0.280569514,0.233944954,0.406153846,0.61641541,0.0639481,0,0,0,0.220183486,0.119765494,0.115577889,0.119172347,324546,322601,1
360290048001,171.384027,0.086206897,0.015988372,53398,0.068891281,0.17876588,0.112522686,0.108829569,0.177419355,0.117967332,0,0.034482759,0,0,0.028747433,0.003629764,0.16061706,0.114213997,328062,327372,1
360290049021,161.7661957,0.010943912,0,45702,0.045492839,0.090971272,0.154582763,0.056463596,0.5,0.384404925,0,0.024745269,0,0,0.020802377,0.000683995,0.106019152,0.121225749,327581,327989,1
360290169004,177.1814957,0.225508318,0.020380435,23314,0.013257576,0,0.019955654,0.052631579,0,0.39985218,0,0.255434783,0,0,0.176470588,0.60014782,0.094604582,0.117472129,327048,324515,1
360290063012,176.643,0.065491184,0.034220532,49491,0.039246468,0.137376238,0.131188119,0.168674699,0.346153846,0.15470297,0,0.263403263,0,0,0.026506024,0,0.143564356,0.163416853,325846,324574,1
360290058011,136.850184,0.270058708,0.005319149,27018,0.13093415,0.136986301,0.270058708,0.447108604,0.642004773,0.384540117,0.065565307,0,0.011157601,0.08180536,0.104372355,0,0.093444227,0.12505479,324331,328895,1
360290054004,177.2126359,0.277244987,0,72316,0.069736842,0.204010462,0.211857018,0.308910891,0.111888112,0.096774194,0,0.131238447,0.140480591,0,0.027722772,0.006974717,0.087183958,0.130543181,327614,326835,1
360290007005,304.4676168,0.031887755,0,47948,0.015280136,0.230867347,0.169642857,0.174698795,0.135338346,0.035714286,0,0,0,0,0.090361446,0.011479592,0.103316327,0.104165985,331393,315486,1
360290056002,145.7531435,0.088669951,0.095419847,27145,0.154661017,0.285714286,0.177339901,0.476190476,0,0.500821018,0.018062397,0,0,0,0.04029304,0,0.185550082,0.105826291,325199,328054,1
360290046013,153.0675393,0.529980658,0,19392,0,0.032882012,0.099613153,0.197368421,0.831578947,0.502901354,0,0,0,0,0.218421053,0,0.159574468,0.125399068,330025,327952,1
360290010003,305.1317446,0.213375796,0.062622309,33456,0.121538462,0.167550371,0.16330859,0.323353293,0.444444444,0.130434783,0.023758099,0.105263158,0,0,0.119760479,0.073170732,0.125132556,0.121780192,331933,316114,1
360290065011,175.0818478,0.167755991,0.057755776,47262,0,0.065359477,0.227668845,0.148883375,0.688995215,0.416122004,0.032722513,0.193548387,0,0.037220844,0.074441687,0.01416122,0.203703704,0.142547274,325887,324093,1
360290028012,228.020791,0.56,0.120481928,13592,0.286219081,0.16,0.386,0.300653595,0.764705882,0.762,0.0591133,0.015748031,0,0.026143791,0.614379085,0,0.28,0.208440476,331002,321951,1
360290014041,223.5898039,0.73006135,0.626760563,7857,0.463687151,0.193251534,0.242331288,0.438679245,1,1,0.05204461,0.444126074,0,0,0.740566038,0,0.079754601,0.188448799,327759,320275,1
360290070002,178.2527423,0.614035088,0,18036,0.280412371,0.100103199,0.367389061,0.174940898,0.930379747,0.702786378,0.183486239,0.387337058,0,0,0.661938534,0,0.104231166,0.098883551,324154,322186,1
360290063022,163.6509647,0.046812749,0,66362,0.050285714,0.23591213,0.074498567,0.194899818,0.142857143,0.221585482,0.00589391,0.055846422,0,0,0.058287796,0.041069723,0.149952245,0.154325092,326359,324583,1
360290056005,155.3526891,0.20609319,0.034946237,30589,0.137019231,0.14516129,0.23297491,0.164556962,1,0.311827957,0,0,0,0,0.186708861,0,0.111111111,0.129190095,325556,327611,1
360290002003,280.684287,0.099607843,0.009950249,34223,0.040899796,0.120784314,0.105098039,0.161993769,0.104651163,0.285490196,0,0.091559371,0,0,0.200934579,0.010196078,0.079215686,0.134521451,330021,316242,1
360290061002,161.1508752,0.441150045,0,28596,0.177288528,0.035040431,0.208445642,0.576763485,1,0.637915544,0,0.103915663,0,0,0.502074689,0.010781671,0.140161725,0.19739395,325025,324226,1
360290053001,173.2669038,0.078145695,0.025817556,57743,0,0.085750315,0.151324086,0.261146497,0.313043478,0.292559899,0.024064171,0,0,0,0.031847134,0.041614124,0.124842371,0.115291452,327885,326025,1
360290071042,191.8393236,0.32261522,0.206,24580,0.113798009,0.058885384,0.213459516,0.364361702,0.654054054,0.76340694,0.100552486,0.124378109,0,0.058510638,0.119680851,0.036803365,0.124079916,0.153568229,325380,321541,1
360290025021,201.55513,0.554497354,0.143979058,23959,0.281869688,0.250790306,0.144362487,0.474683544,0.649635036,0.849315068,0,0.488924051,0,0,0.555379747,0.023182297,0.071654373,0.168863248,326906,321544,1
360290030002,231.3171813,0.6048,0.214574899,15935,0.187122736,0.144,0.430933333,0.557911909,0.15,0.9728,0.028223575,0.254385965,0,0.081566069,0.438825449,0,0.093866667,0.217561335,331817,322293,1
360290057002,137.8617628,0.432938856,0,12744,0.478688525,0.024654832,0.194280079,0.295890411,0.792592593,0.695266272,0.074594595,0,0,0,0.197260274,0,0.118343195,0.148448452,323882,327354,1
360290059004,143.7352372,0.412143514,0.186046512,12034,0.11682243,0.014719411,0.234590616,0.322115385,1,0.436062557,0.062811565,0.045673077,0,0,0.53125,0,0.093836247,0.13349707,324038,326311,1
360290061003,174.5979793,0.601147776,0.020325203,12966,0.494871795,0.071736011,0.304160689,0.395604396,0,0.7517934,0.220930233,0,0,0.258241758,0.230769231,0.035868006,0.220946915,0.184906571,324761,323710,1
360290054001,179.4554853,0.067035245,0.160443996,76523,0.017369727,0.217000691,0.107118176,0.0968523,0,0.230131306,0.016487455,0.241836735,0,0,0.078692494,0,0.114720111,0.124370579,326809,326234,1
360290016011,235.550785,0.417674908,0.129925453,14833,0.260536398,0.097317201,0.239347712,0.538221529,0.70989011,0.792740663,0.186459489,0.299751244,0,0.059282371,0.433697348,0,0.165176223,0.217060985,330099,320867,1
360290052011,174.9131934,0.125822368,0.037546934,44871,0.007658643,0.123355263,0.186677632,0.162046908,0.259911894,0.076480263,0,0,0.041420118,0.049040512,0.017057569,0.022203947,0.125822368,0.156480815,328399,326638,1
360290027042,215.7522261,0.147887324,0.116972477,19773,0.394383394,0.230633803,0.272887324,0.798342541,0,0.493838028,0.316231343,0,0,0,0.016574586,0,0.070422535,0.182677386,329765,321903,1
360290066023,167.7019044,0.256373938,0.032258065,47394,0.101769912,0.315436242,0.02147651,0.286956522,1,0.377181208,0,0.513761468,0,0.030434783,0.539130435,0.084563758,0.073825503,0.133863947,326799,323583,1
360290069011,183.429,0.250489237,0,18393,0.2984375,0.090019569,0.338551859,0.346749226,0.526011561,0.721135029,0.185068349,0,0,0.086687307,0.179566563,0.000978474,0.111545988,0.201714746,325093,323410,1
